Dpi,Rep,Cq
IL-1,1,18.89557104
IL-1,2,18.68402146
IL-1,3,18.64600562
IL-4,1,15.75769202
IL-4,2,15.39855113
IL-4,3,15.99952817
IL-7,1,21.20206057
IL-7,2,21.17235107
IL-7,3,21.36322301
IL-10,1,13.3679933
IL-10,2,13.46638897
IL-10,3,13.45869265
SL-7,1,19.45417675
SL-7,2,19.53906498
SL-7,3,19.52598415
SL-10,1,18.84344244
SL-10,2,19.01255542
SL-10,3,18.85656884
SL-14,1,12.59569751
SL-14,2,13.05774805
SL-14,3,13.02781778
