PGPR,Dpi,Gene,Rep,Cq
P. fluorescens,1,OPR3,6,34.22
P. fluorescens,1,RdR1,4,23.2
P. fluorescens,1,RdR1,5,23.26
P. fluorescens,1,RdR1,6,23.21
P. fluorescens,1,Thi2.1,4,34.4
P. fluorescens,1,Thi2.1,5,33.73
P. fluorescens,1,Thi2.1,6,33.67
P. fluorescens,4,ICS1,4,23.33
P. fluorescens,4,ICS1,5,23.28
P. fluorescens,4,ICS1,6,23.14
P. fluorescens,4,OPR3,4,34.51
P. fluorescens,4,OPR3,5,33.51
P. fluorescens,4,OPR3,6,34.43
P. fluorescens,4,RdR1,4,23.75
P. fluorescens,4,RdR1,5,23.55
P. fluorescens,4,RdR1,6,23.62
P. fluorescens,4,Thi2.1,4,35.76
P. fluorescens,4,Thi2.1,5,34.41
P. fluorescens,4,Thi2.1,6,33.17
P. fluorescens,7,ICS1,4,23
P. fluorescens,7,ICS1,5,22.89
P. fluorescens,7,ICS1,6,22.77
P. fluorescens,7,OPR3,4,33.47
P. fluorescens,7,OPR3,5,35.28
P. fluorescens,7,OPR3,6,34.58
P. fluorescens,7,RdR1,4,23.22
P. fluorescens,7,RdR1,5,23.19
P. fluorescens,7,RdR1,6,23.19
P. fluorescens,7,Thi2.1,4,34.24
P. fluorescens,7,Thi2.1,5,35.02
P. fluorescens,7,Thi2.1,6,34.12
S. marcescens,1,ICS1,4,23.41
S. marcescens,1,ICS1,5,23.52
S. marcescens,1,ICS1,6,23.35
S. marcescens,1,OPR3,4,34.79
S. marcescens,1,OPR3,5,37.2
S. marcescens,1,OPR3,6,34.26
S. marcescens,1,RdR1,4,23.07
S. marcescens,1,RdR1,5,23.08
S. marcescens,1,RdR1,6,23.03
S. marcescens,1,Thi2.1,4,33.77
S. marcescens,1,Thi2.1,5,33.77
S. marcescens,1,Thi2.1,6,34.97
S. marcescens,4,ICS1,4,22.7
S. marcescens,4,ICS1,5,22.74
S. marcescens,4,ICS1,6,22.62
S. marcescens,4,OPR3,4,35.51
S. marcescens,4,OPR3,5,34.47
S. marcescens,4,OPR3,6,33.83
S. marcescens,4,RdR1,4,23.45
S. marcescens,4,RdR1,5,23.45
S. marcescens,4,RdR1,6,23.51
S. marcescens,4,Thi2.1,4,35.76
S. marcescens,4,Thi2.1,5,35.01
S. marcescens,4,Thi2.1,6,35.85
S. marcescens,7,ICS1,4,23.14
S. marcescens,7,ICS1,5,23.15
S. marcescens,7,ICS1,6,23.22
S. marcescens,7,OPR3,4,35.02
S. marcescens,7,OPR3,5,36.02
S. marcescens,7,OPR3,6,35.08
S. marcescens,7,RdR1,4,23.91
S. marcescens,7,RdR1,5,23.97
S. marcescens,7,RdR1,6,23.93
S. marcescens,7,Thi2.1,4,34.34
S. marcescens,7,Thi2.1,5,36.61
S. marcescens,7,Thi2.1,6,36.59
B. subtilis,1,ICS1,4,23.18
B. subtilis,1,ICS1,5,23.24
B. subtilis,1,ICS1,6,23.14
B. subtilis,1,OPR3,4,35.78
B. subtilis,1,OPR3,5,35.41
B. subtilis,1,OPR3,6,33.91
B. subtilis,1,RdR1,4,23.42
B. subtilis,1,RdR1,5,23.4
B. subtilis,1,RdR1,6,23.55
B. subtilis,1,Thi2.1,4,36.75
B. subtilis,1,Thi2.1,5,36.89
B. subtilis,1,Thi2.1,6,36.75
B. subtilis,4,ICS1,4,23.18
B. subtilis,4,ICS1,5,23.27
B. subtilis,4,ICS1,6,23.24
B. subtilis,4,OPR3,4,35.18
B. subtilis,4,OPR3,5,35.88
B. subtilis,4,OPR3,6,35
B. subtilis,4,RdR1,4,23.66
B. subtilis,4,RdR1,5,23.58
B. subtilis,4,RdR1,6,23.41
B. subtilis,4,Thi2.1,4,36.19
B. subtilis,4,Thi2.1,5,36.16
B. subtilis,4,Thi2.1,6,35.14
B. subtilis,7,ICS1,4,21.74
B. subtilis,7,ICS1,5,21.76
B. subtilis,7,ICS1,6,21.84
B. subtilis,7,OPR3,4,34.9
B. subtilis,7,OPR3,5,33.2
B. subtilis,7,OPR3,6,35
B. subtilis,7,RdR1,4,23.55
B. subtilis,7,RdR1,5,23.49
B. subtilis,7,RdR1,6,23.43
B. subtilis,7,Thi2.1,4,37.34
B. subtilis,7,Thi2.1,5,35.81
B. subtilis,7,Thi2.1,6,35.81
Control,1,ICS1,4,23.12
Control,1,ICS1,5,23.04
Control,1,ICS1,6,23.03
Control,1,OPR3,4,35.16
Control,1,OPR3,5,34.04
Control,1,OPR3,6,34.84
Control,1,RdR1,4,23.56
Control,1,RdR1,5,23.54
Control,1,RdR1,6,23.46
Control,1,Thi2.1,4,37.41
Control,1,Thi2.1,5,34.42
Control,1,Thi2.1,6,35.97
Control,4,ICS1,4,22.74
Control,4,ICS1,5,22.74
Control,4,ICS1,6,22.62
Control,4,OPR3,4,34.86
Control,4,OPR3,5,34.3
Control,4,OPR3,6,33.89
Control,4,RdR1,4,23.46
Control,4,RdR1,5,23.39
Control,4,RdR1,6,23.39
Control,4,Thi2.1,4,34.84
Control,4,Thi2.1,5,35.49
Control,4,Thi2.1,6,34.27
Control,7,ICS1,4,23
Control,7,ICS1,5,23.15
Control,7,ICS1,6,22.99
Control,7,OPR3,4,35.26
Control,7,OPR3,5,34.59
Control,7,OPR3,6,33.74
Control,7,RdR1,4,23.47
Control,7,RdR1,5,23.49
Control,7,RdR1,6,23.33
Control,7,Thi2.1,4,34.13
Control,7,Thi2.1,5,33.76
Control,7,Thi2.1,6,34.62
P. fluorescens,1,PR1,7,27.09
P. fluorescens,1,PR1,8,27.08
P. fluorescens,1,PR1,9,27.08
P. fluorescens,1,PR4,7,28.08
P. fluorescens,1,PR4,8,27.82
P. fluorescens,1,PR4,9,28.13
P. fluorescens,1,PR5,7,27.06
P. fluorescens,1,PR5,8,27.04
P. fluorescens,1,PR5,9,26.91
P. fluorescens,1,UBQ,7,24.55
P. fluorescens,1,UBQ,8,24.56
P. fluorescens,1,UBQ,9,24.49
P. fluorescens,4,PR1,7,25.88
P. fluorescens,4,PR1,8,25.88
P. fluorescens,4,PR1,9,25.95
P. fluorescens,4,PR4,7,27.27
P. fluorescens,4,PR4,8,26.85
P. fluorescens,4,PR4,9,27.59
P. fluorescens,4,PR5,7,26.14
P. fluorescens,4,PR5,8,25.95
P. fluorescens,4,PR5,9,26.05
P. fluorescens,4,UBQ,7,24.03
P. fluorescens,4,UBQ,8,24.1
P. fluorescens,4,UBQ,9,24.14
P. fluorescens,7,PR1,7,26.18
P. fluorescens,7,PR1,8,26.32
P. fluorescens,7,PR1,9,26.22
P. fluorescens,7,PR4,7,28.08
P. fluorescens,7,PR4,8,27.87
P. fluorescens,7,PR4,9,28.08
P. fluorescens,7,PR5,7,26.25
P. fluorescens,7,PR5,8,26.15
P. fluorescens,7,PR5,9,26.28
P. fluorescens,7,UBQ,7,23.93
P. fluorescens,7,UBQ,8,23.98
P. fluorescens,7,UBQ,9,24.06
S. marcescens,1,PR1,7,25.01
S. marcescens,1,PR1,8,25.08
S. marcescens,1,PR1,9,24.76
S. marcescens,1,PR4,7,27.47
S. marcescens,1,PR4,8,26.5
S. marcescens,1,PR4,9,27.1
S. marcescens,1,PR5,7,25.63
S. marcescens,1,PR5,8,26.06
S. marcescens,1,PR5,9,25.73
S. marcescens,1,UBQ,7,24.09
S. marcescens,1,UBQ,8,24
S. marcescens,1,UBQ,9,24.01
S. marcescens,4,PR1,7,25.96
S. marcescens,4,PR1,8,26.13
S. marcescens,4,PR1,9,26.11
S. marcescens,4,PR4,7,30.23
S. marcescens,4,PR4,8,29.27
S. marcescens,4,PR4,9,28.27
S. marcescens,4,PR5,7,26.29
S. marcescens,4,PR5,8,26.39
S. marcescens,4,PR5,9,26.78
S. marcescens,4,UBQ,7,24.28
S. marcescens,4,UBQ,8,24.12
S. marcescens,4,UBQ,9,24.16
S. marcescens,7,PR1,7,25.34
S. marcescens,7,PR1,8,25.69
S. marcescens,7,PR1,9,25.55
S. marcescens,7,PR4,7,26.49
S. marcescens,7,PR4,8,26.46
S. marcescens,7,PR4,9,26.41
S. marcescens,7,PR5,7,19.39
S. marcescens,7,PR5,8,19.45
S. marcescens,7,PR5,9,19.34
S. marcescens,7,UBQ,7,23.25
S. marcescens,7,UBQ,8,23.35
S. marcescens,7,UBQ,9,23.3
B. subtilis,1,PR1,7,25.76
B. subtilis,1,PR1,8,25.86
B. subtilis,1,PR1,9,25.67
B. subtilis,1,PR4,7,26.59
B. subtilis,1,PR4,8,26.96
B. subtilis,1,PR4,9,26.74
B. subtilis,1,PR5,7,23.03
B. subtilis,1,PR5,8,22.89
B. subtilis,1,PR5,9,23.05
B. subtilis,1,UBQ,7,23.67
B. subtilis,1,UBQ,8,23.87
B. subtilis,1,UBQ,9,23.72
B. subtilis,4,PR1,7,25.66
B. subtilis,4,PR1,8,25.59
B. subtilis,4,PR1,9,25.53
B. subtilis,4,PR4,7,27.04
B. subtilis,4,PR4,8,26.76
B. subtilis,4,PR4,9,26.98
B. subtilis,4,PR5,7,20.77
B. subtilis,4,PR5,8,20.61
B. subtilis,4,PR5,9,20.48
B. subtilis,4,UBQ,7,23.54
B. subtilis,4,UBQ,8,23.52
B. subtilis,4,UBQ,9,23.8
B. subtilis,7,PR1,7,25.31
B. subtilis,7,PR1,8,25.05
B. subtilis,7,PR1,9,25.08
B. subtilis,7,PR4,7,26.91
B. subtilis,7,PR4,8,27.23
B. subtilis,7,PR4,9,27.04
B. subtilis,7,PR5,7,21.58
B. subtilis,7,PR5,8,21.7
B. subtilis,7,PR5,9,21.65
B. subtilis,7,UBQ,7,23.64
B. subtilis,7,UBQ,8,23.74
B. subtilis,7,UBQ,9,23.69
Control,1,PR1,7,26.05
Control,1,PR1,8,25.84
Control,1,PR1,9,25.79
Control,1,PR4,7,27.22
Control,1,PR4,8,27.8
Control,1,PR4,9,27.2
Control,1,PR5,7,25.19
Control,1,PR5,8,25.1
Control,1,PR5,9,24.89
Control,1,UBQ,7,24.85
Control,1,UBQ,8,24.89
Control,1,UBQ,9,24.95
Control,4,PR1,7,25.22
Control,4,PR1,8,25.42
Control,4,PR1,9,25.2
Control,4,PR4,7,26.06
Control,4,PR4,8,26.27
Control,4,PR4,9,26.07
Control,4,PR5,7,22.31
Control,4,PR5,8,22.24
Control,4,PR5,9,22.26
Control,4,UBQ,7,24.13
Control,4,UBQ,8,24.03
Control,4,UBQ,9,23.94
Control,7,PR1,7,25.65
Control,7,PR1,8,26.01
Control,7,PR1,9,25.59
Control,7,PR4,7,26.61
Control,7,PR4,8,26.56
Control,7,PR4,9,26.33
Control,7,PR5,7,20.7
Control,7,PR5,8,20.76
Control,7,PR5,9,20.64
Control,7,UBQ,7,23.71
Control,7,UBQ,8,23.51
Control,7,UBQ,9,23.6
P. fluorescens,1,NPR1,7,23.96
P. fluorescens,1,NPR1,8,23.89
P. fluorescens,1,NPR1,9,23.95
P. fluorescens,1,PAD4,7,26.22
P. fluorescens,1,PAD4,8,26.13
P. fluorescens,1,PAD4,9,26.21
P. fluorescens,1,EDS1,7,23.35
P. fluorescens,1,EDS1,8,23.99
P. fluorescens,1,EDS1,9,23.26
P. fluorescens,1,PDF1.2,7,25.17
P. fluorescens,1,PDF1.2,8,25.22
P. fluorescens,1,PDF1.2,9,25.12
P. fluorescens,4,NPR1,7,22.99
P. fluorescens,4,NPR1,8,22.91
P. fluorescens,4,NPR1,9,22.83
P. fluorescens,4,PAD4,7,24.74
P. fluorescens,4,PAD4,8,24.77
P. fluorescens,4,PAD4,9,24.9
P. fluorescens,4,EDS1,7,22.22
P. fluorescens,4,EDS1,8,22.12
P. fluorescens,4,EDS1,9,22.11
P. fluorescens,4,PDF1.2,7,24.22
P. fluorescens,4,PDF1.2,8,24.37
P. fluorescens,4,PDF1.2,9,24.33
P. fluorescens,7,NPR1,7,23.11
P. fluorescens,7,NPR1,8,22.99
P. fluorescens,7,NPR1,9,22.9
P. fluorescens,7,PAD4,7,24.11
P. fluorescens,7,PAD4,8,24.01
P. fluorescens,7,PAD4,9,24.08
P. fluorescens,7,EDS1,7,22.16
P. fluorescens,7,EDS1,8,21.9
P. fluorescens,7,EDS1,9,22.04
P. fluorescens,7,PDF1.2,7,24.3
P. fluorescens,7,PDF1.2,8,24.34
P. fluorescens,7,PDF1.2,9,24.28
S. marcescens,1,NPR1,7,23.03
S. marcescens,1,NPR1,8,23.09
S. marcescens,1,NPR1,9,22.89
S. marcescens,1,PAD4,7,24.67
S. marcescens,1,PAD4,8,24.42
S. marcescens,1,PAD4,9,24.56
S. marcescens,1,EDS1,7,21.79
S. marcescens,1,EDS1,8,21.91
S. marcescens,1,EDS1,9,22
S. marcescens,1,PDF1.2,7,24.01
S. marcescens,1,PDF1.2,8,23.98
S. marcescens,1,PDF1.2,9,23.96
S. marcescens,4,NPR1,7,23.12
S. marcescens,4,NPR1,8,23.08
S. marcescens,4,NPR1,9,23.07
S. marcescens,4,PAD4,7,24.87
S. marcescens,4,PAD4,8,24.96
S. marcescens,4,PAD4,9,24.79
S. marcescens,4,EDS1,7,22.55
S. marcescens,4,EDS1,8,22.69
S. marcescens,4,EDS1,9,22.75
S. marcescens,4,PDF1.2,7,24.67
S. marcescens,4,PDF1.2,8,24.49
S. marcescens,4,PDF1.2,9,24.32
S. marcescens,7,NPR1,7,22.16
S. marcescens,7,NPR1,8,22.15
S. marcescens,7,NPR1,9,22.3
S. marcescens,7,PAD4,7,23.14
S. marcescens,7,PAD4,8,23.2
S. marcescens,7,PAD4,9,23.2
S. marcescens,7,EDS1,7,21.22
S. marcescens,7,EDS1,8,21.24
S. marcescens,7,EDS1,9,21.21
S. marcescens,7,PDF1.2,7,22.54
S. marcescens,7,PDF1.2,8,22.63
S. marcescens,7,PDF1.2,9,22.58
B. subtilis,1,NPR1,7,23.01
B. subtilis,1,NPR1,8,22.96
B. subtilis,1,NPR1,9,22.87
B. subtilis,1,PAD4,7,24.6
B. subtilis,1,PAD4,8,24.46
B. subtilis,1,PAD4,9,24.57
B. subtilis,1,EDS1,7,21.97
B. subtilis,1,EDS1,8,21.98
B. subtilis,1,EDS1,9,22.12
B. subtilis,1,PDF1.2,7,23.96
B. subtilis,1,PDF1.2,8,24.19
B. subtilis,1,PDF1.2,9,24.14
B. subtilis,4,NPR1,7,22.88
B. subtilis,4,NPR1,8,22.95
B. subtilis,4,NPR1,9,22.96
B. subtilis,4,PAD4,7,24.5
B. subtilis,4,PAD4,8,24.43
B. subtilis,4,PAD4,9,24.55
B. subtilis,4,EDS1,7,22.4
B. subtilis,4,EDS1,8,22.33
B. subtilis,4,EDS1,9,22.35
B. subtilis,4,PDF1.2,7,24.08
B. subtilis,4,PDF1.2,8,24.19
B. subtilis,4,PDF1.2,9,24.23
B. subtilis,7,NPR1,7,23.03
B. subtilis,7,NPR1,8,22.77
B. subtilis,7,NPR1,9,22.6
B. subtilis,7,PAD4,7,23.87
B. subtilis,7,PAD4,8,23.93
B. subtilis,7,PAD4,9,24
B. subtilis,7,EDS1,7,21.79
B. subtilis,7,EDS1,8,21.91
B. subtilis,7,EDS1,9,21.91
B. subtilis,7,PDF1.2,7,24.2
B. subtilis,7,PDF1.2,8,24.21
B. subtilis,7,PDF1.2,9,24.33
Control,1,NPR1,7,24.31
Control,1,NPR1,8,24.24
Control,1,NPR1,9,24.09
Control,1,PAD4,7,25.73
Control,1,PAD4,8,25.73
Control,1,PAD4,9,25.73
Control,1,EDS1,7,23.67
Control,1,EDS1,8,23.54
Control,1,EDS1,9,23.69
Control,1,PDF1.2,7,24.57
Control,1,PDF1.2,8,24.56
Control,1,PDF1.2,9,24.44
Control,4,NPR1,7,23.04
Control,4,NPR1,8,23.05
Control,4,NPR1,9,22.95
Control,4,PAD4,7,24.54
Control,4,PAD4,8,24.57
Control,4,PAD4,9,24.68
Control,4,EDS1,7,22.16
Control,4,EDS1,8,22.16
Control,4,EDS1,9,22.1
Control,4,PDF1.2,7,23.45
Control,4,PDF1.2,8,23.57
Control,4,PDF1.2,9,23.66
Control,7,NPR1,7,22.53
Control,7,NPR1,8,22.61
Control,7,NPR1,9,22.43
Control,7,PAD4,7,23.44
Control,7,PAD4,8,23.44
Control,7,PAD4,9,23.69
Control,7,EDS1,7,21.52
Control,7,EDS1,8,21.68
Control,7,EDS1,9,21.5
Control,7,PDF1.2,7,24.03
Control,7,PDF1.2,8,23.85
Control,7,PDF1.2,9,23.87
P. fluorescens,1,ICS1,7,23.81
P. fluorescens,1,ICS1,8,23.68
P. fluorescens,1,ICS1,9,23.9
P. fluorescens,1,OPR3,7,34.29
P. fluorescens,1,OPR3,8,33.43
P. fluorescens,1,OPR3,9,34.05
P. fluorescens,1,RdR1,7,23.59
P. fluorescens,1,RdR1,8,23.51
P. fluorescens,1,RdR1,9,23.64
P. fluorescens,1,Thi2.1,7,33.77
P. fluorescens,1,Thi2.1,8,33.1
P. fluorescens,1,Thi2.1,9,34.15
P. fluorescens,4,ICS1,7,23.1
P. fluorescens,4,ICS1,8,23.11
P. fluorescens,4,ICS1,9,23.2
P. fluorescens,4,OPR3,7,33.74
P. fluorescens,4,OPR3,8,34.29
P. fluorescens,4,OPR3,9,34.43
P. fluorescens,4,RdR1,7,23.23
P. fluorescens,4,RdR1,8,23.07
P. fluorescens,4,RdR1,9,23.17
P. fluorescens,4,Thi2.1,7,33.77
P. fluorescens,4,Thi2.1,8,35.04
P. fluorescens,4,Thi2.1,9,33.9
P. fluorescens,7,ICS1,7,22.74
P. fluorescens,7,ICS1,8,22.83
P. fluorescens,7,ICS1,9,22.74
P. fluorescens,7,OPR3,7,34.29
P. fluorescens,7,OPR3,8,32.98
P. fluorescens,7,OPR3,9,33.08
P. fluorescens,7,RdR1,7,23.34
P. fluorescens,7,RdR1,8,23.37
P. fluorescens,7,RdR1,9,23.17
P. fluorescens,7,Thi2.1,7,35.46
P. fluorescens,7,Thi2.1,8,34.09
P. fluorescens,7,Thi2.1,9,34.12
S. marcescens,1,ICS1,7,23.72
S. marcescens,1,ICS1,8,23.2
S. marcescens,1,ICS1,9,23.08
S. marcescens,1,OPR3,7,34.42
S. marcescens,1,OPR3,8,33.4
S. marcescens,1,OPR3,9,33.71
S. marcescens,1,RdR1,7,23.09
S. marcescens,1,RdR1,8,23.18
S. marcescens,1,RdR1,9,23.04
S. marcescens,1,Thi2.1,7,32.76
S. marcescens,1,Thi2.1,8,32.45
S. marcescens,1,Thi2.1,9,
S. marcescens,4,ICS1,7,23.39
S. marcescens,4,ICS1,8,23.23
S. marcescens,4,ICS1,9,23.37
S. marcescens,4,OPR3,7,34.47
S. marcescens,4,OPR3,8,35.1
S. marcescens,4,OPR3,9,34
S. marcescens,4,RdR1,7,23.11
S. marcescens,4,RdR1,8,23.2
S. marcescens,4,RdR1,9,23.11
S. marcescens,4,Thi2.1,7,35.71
S. marcescens,4,Thi2.1,8,36.62
S. marcescens,4,Thi2.1,9,
S. marcescens,7,ICS1,7,22.56
S. marcescens,7,ICS1,8,22.61
S. marcescens,7,ICS1,9,22.78
S. marcescens,7,OPR3,7,34.62
S. marcescens,7,OPR3,8,33.62
S. marcescens,7,OPR3,9,35.39
S. marcescens,7,RdR1,7,23.64
S. marcescens,7,RdR1,8,23.44
S. marcescens,7,RdR1,9,23.41
S. marcescens,7,Thi2.1,7,33.01
S. marcescens,7,Thi2.1,8,34.23
S. marcescens,7,Thi2.1,9,34.77
B. subtilis,1,ICS1,7,23.74
B. subtilis,1,ICS1,8,23.82
B. subtilis,1,ICS1,9,23.8
B. subtilis,1,OPR3,7,36.34
B. subtilis,1,OPR3,8,35.15
B. subtilis,1,OPR3,9,34
B. subtilis,1,RdR1,7,23.22
B. subtilis,1,RdR1,8,23.19
B. subtilis,1,RdR1,9,23.28
B. subtilis,1,Thi2.1,7,34.83
B. subtilis,1,Thi2.1,8,35.63
B. subtilis,1,Thi2.1,9,35.68
B. subtilis,4,ICS1,7,23.63
B. subtilis,4,ICS1,8,23.48
B. subtilis,4,ICS1,9,23.35
B. subtilis,4,OPR3,7,34.07
B. subtilis,4,OPR3,8,35.48
B. subtilis,4,OPR3,9,35.2
B. subtilis,4,RdR1,7,23.64
B. subtilis,4,RdR1,8,23.56
B. subtilis,4,RdR1,9,23.58
B. subtilis,4,Thi2.1,7,33.97
B. subtilis,4,Thi2.1,8,36.09
B. subtilis,4,Thi2.1,9,36.06
B. subtilis,7,ICS1,7,23.63
B. subtilis,7,ICS1,8,23.53
B. subtilis,7,ICS1,9,23.5
B. subtilis,7,OPR3,7,33.67
B. subtilis,7,OPR3,8,34.12
B. subtilis,7,OPR3,9,34.52
B. subtilis,7,RdR1,7,23.52
B. subtilis,7,RdR1,8,23.6
B. subtilis,7,RdR1,9,23.57
B. subtilis,7,Thi2.1,7,34.94
B. subtilis,7,Thi2.1,8,37.53
B. subtilis,7,Thi2.1,9,
Control,1,ICS1,7,24.45
Control,1,ICS1,8,24.45
Control,1,ICS1,9,24.25
Control,1,OPR3,7,35.34
Control,1,OPR3,8,35.69
Control,1,OPR3,9,34.7
Control,1,RdR1,7,23.94
Control,1,RdR1,8,24.05
Control,1,RdR1,9,23.87
Control,1,Thi2.1,7,31.91
Control,1,Thi2.1,8,31.55
Control,1,Thi2.1,9,32.04
Control,4,ICS1,7,23.53
Control,4,ICS1,8,23.47
Control,4,ICS1,9,23.45
Control,4,OPR3,7,33.68
Control,4,OPR3,8,35.07
Control,4,OPR3,9,35.29
Control,4,RdR1,7,23.65
Control,4,RdR1,8,23.52
Control,4,RdR1,9,23.52
Control,4,Thi2.1,7,37.01
Control,4,Thi2.1,8,36.17
Control,4,Thi2.1,9,36.29
Control,7,ICS1,7,23.24
Control,7,ICS1,8,23.18
Control,7,ICS1,9,23.28
Control,7,OPR3,7,34.29
Control,7,OPR3,8,34.3
Control,7,OPR3,9,36.52
Control,7,RdR1,7,23.35
Control,7,RdR1,8,23.45
Control,7,RdR1,9,23.31
Control,7,Thi2.1,7,31.73
Control,7,Thi2.1,8,32.25
Control,7,Thi2.1,9,32.12
